Time [s], Analyzer Name, Decoded Protocol Result
0.081129280000000,USB LS and FS,CRC OK 0x11
0.081129720000000,USB LS and FS,EOP
0.082127040000000,USB LS and FS,SYNC
0.082127720000000,USB LS and FS,PID SOF
0.082128400000000,USB LS and FS,Frame # 0x51F
0.082129400000000,USB LS and FS,CRC OK 0x0E
0.082129800000000,USB LS and FS,EOP
0.083127120000000,USB LS and FS,SYNC
0.083127800000000,USB LS and FS,PID SOF
0.083128480000000,USB LS and FS,Frame # 0x520
0.083129400000000,USB LS and FS,CRC OK 0x02
0.083129800000000,USB LS and FS,EOP
0.084127160000000,USB LS and FS,SYNC
0.084127840000000,USB LS and FS,PID SOF
0.084128520000000,USB LS and FS,Frame # 0x521
0.084129400000000,USB LS and FS,CRC OK 0x1D
0.084129840000000,USB LS and FS,EOP
0.085127200000000,USB LS and FS,SYNC
0.085127880000000,USB LS and FS,PID SOF
0.085128560000000,USB LS and FS,Frame # 0x522
0.085129440000000,USB LS and FS,CRC OK 0x15
0.085129880000000,USB LS and FS,EOP
0.086127240000000,USB LS and FS,SYNC
0.086127920000000,USB LS and FS,PID SOF
0.086128600000000,USB LS and FS,Frame # 0x523
0.086129520000000,USB LS and FS,CRC OK 0x0A
0.086129920000000,USB LS and FS,EOP
0.087127320000000,USB LS and FS,SYNC
0.087127960000000,USB LS and FS,PID SOF
0.087128640000000,USB LS and FS,Frame # 0x524
0.087129560000000,USB LS and FS,CRC OK 0x05
0.087130000000000,USB LS and FS,EOP
0.088127360000000,USB LS and FS,SYNC
0.088128000000000,USB LS and FS,PID SOF
0.088128680000000,USB LS and FS,Frame # 0x525
0.088129600000000,USB LS and FS,CRC OK 0x1A
0.088130040000000,USB LS and FS,EOP
0.089127400000000,USB LS and FS,SYNC
0.089128040000000,USB LS and FS,PID SOF
0.089128720000000,USB LS and FS,Frame # 0x526
0.089129640000000,USB LS and FS,CRC OK 0x12
0.089130080000000,USB LS and FS,EOP
0.090127440000000,USB LS and FS,SYNC
0.090128120000000,USB LS and FS,PID SOF
0.090128760000000,USB LS and FS,Frame # 0x527
0.090129680000000,USB LS and FS,CRC OK 0x0D
0.090130120000000,USB LS and FS,EOP
0.091127480000000,USB LS and FS,SYNC
0.091128160000000,USB LS and FS,PID SOF
0.091128840000000,USB LS and FS,Frame # 0x528
0.091129760000000,USB LS and FS,CRC OK 0x0C
0.091130160000000,USB LS and FS,EOP
0.092127560000000,USB LS and FS,SYNC
0.092128200000000,USB LS and FS,PID SOF
0.092128880000000,USB LS and FS,Frame # 0x529
0.092129800000000,USB LS and FS,CRC OK 0x13
0.092130200000000,USB LS and FS,EOP
0.093127600000000,USB LS and FS,SYNC
0.093128240000000,USB LS and FS,PID SOF
0.093128920000000,USB LS and FS,Frame # 0x52A
0.093129840000000,USB LS and FS,CRC OK 0x1B
0.093130240000000,USB LS and FS,EOP
0.094127640000000,USB LS and FS,SYNC
0.094128280000000,USB LS and FS,PID SOF
0.094128960000000,USB LS and FS,Frame # 0x52B
0.094129880000000,USB LS and FS,CRC OK 0x04
0.094130280000000,USB LS and FS,EOP
0.095127680000000,USB LS and FS,SYNC
0.095128360000000,USB LS and FS,PID SOF
0.095129000000000,USB LS and FS,Frame # 0x52C
0.095129920000000,USB LS and FS,CRC OK 0x0B
0.095130360000000,USB LS and FS,EOP
0.096127720000000,USB LS and FS,SYNC
0.096128400000000,USB LS and FS,PID SOF
0.096129040000000,USB LS and FS,Frame # 0x52D
0.096129960000000,USB LS and FS,CRC OK 0x14
0.096130400000000,USB LS and FS,EOP
0.097127760000000,USB LS and FS,SYNC
0.097128440000000,USB LS and FS,PID SOF
0.097129080000000,USB LS and FS,Frame # 0x52E
0.097130000000000,USB LS and FS,CRC OK 0x1C
0.097130440000000,USB LS and FS,EOP
0.098127800000000,USB LS and FS,SYNC
0.098128480000000,USB LS and FS,PID SOF
0.098129120000000,USB LS and FS,Frame # 0x52F
0.098130040000000,USB LS and FS,CRC OK 0x03
0.098130480000000,USB LS and FS,EOP
0.099127840000000,USB LS and FS,SYNC
0.099128520000000,USB LS and FS,PID SOF
0.099129200000000,USB LS and FS,Frame # 0x530
0.099130080000000,USB LS and FS,CRC OK 0x1E
0.099130520000000,USB LS and FS,EOP
0.100127920000000,USB LS and FS,SYNC
0.100128560000000,USB LS and FS,PID SOF
0.100129240000000,USB LS and FS,Frame # 0x531
0.100130160000000,USB LS and FS,CRC OK 0x01
0.100130560000000,USB LS and FS,EOP
0.101127960000000,USB LS and FS,SYNC
0.101128600000000,USB LS and FS,PID SOF
0.101129280000000,USB LS and FS,Frame # 0x532
0.101130200000000,USB LS and FS,CRC OK 0x09
0.101130640000000,USB LS and FS,EOP
0.102128000000000,USB LS and FS,SYNC
0.102128640000000,USB LS and FS,PID SOF
0.102129320000000,USB LS and FS,Frame # 0x533
0.102130240000000,USB LS and FS,CRC OK 0x16
0.102130680000000,USB LS and FS,EOP
0.103128040000000,USB LS and FS,SYNC
0.103128680000000,USB LS and FS,PID SOF
0.103129360000000,USB LS and FS,Frame # 0x534
0.103130280000000,USB LS and FS,CRC OK 0x19
0.103130720000000,USB LS and FS,EOP
0.104128080000000,USB LS and FS,SYNC
0.104128760000000,USB LS and FS,PID SOF
0.104129400000000,USB LS and FS,Frame # 0x535
0.104130360000000,USB LS and FS,CRC OK 0x06
0.104130760000000,USB LS and FS,EOP
0.105128120000000,USB LS and FS,SYNC
0.105128800000000,USB LS and FS,PID SOF
0.105129480000000,USB LS and FS,Frame # 0x536
0.105130400000000,USB LS and FS,CRC OK 0x0E
0.105130800000000,USB LS and FS,EOP
0.106128160000000,USB LS and FS,SYNC
0.106128840000000,USB LS and FS,PID SOF
0.106129480000000,USB LS and FS,Frame # 0x537
0.106130400000000,USB LS and FS,CRC OK 0x11
0.106130840000000,USB LS and FS,EOP
0.107128200000000,USB LS and FS,SYNC
0.107128880000000,USB LS and FS,PID SOF
0.107129560000000,USB LS and FS,Frame # 0x538
0.107130480000000,USB LS and FS,CRC OK 0x10
0.107130880000000,USB LS and FS,EOP
0.108128280000000,USB LS and FS,SYNC
