Time [s], Analyzer Name, Decoded Protocol Result,,,,,,
5.54298424,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.54298464,USB LS and FS,EOP,,,,,,
5.54298524,USB LS and FS,SYNC,,,,,,
5.54298592,USB LS and FS,PID NAK,,,,,,
5.5429866,USB LS and FS,EOP,,,,,,
5.54383928,USB LS and FS,SYNC,,,,,,
5.54383996,USB LS and FS,PID SOF,,,,,,
5.5438406,USB LS and FS,Frame # '1012' (0x3F4),,,,,,
5.5438416,USB LS and FS,CRC OK '26' (0x1A),,,,,,
5.54384204,USB LS and FS,EOP,,,,,,
5.5442308,USB LS and FS,SYNC,,,,,,
5.54423148,USB LS and FS,PID IN,,,,,,
5.54423216,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.54423308,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.54423348,USB LS and FS,EOP,,,,,,
5.54423404,USB LS and FS,SYNC,,,,,,
5.54423472,USB LS and FS,PID NAK,,,,,,
5.5442354,USB LS and FS,EOP,,,,,,
5.54483932,USB LS and FS,SYNC,,,,,,
5.54483996,USB LS and FS,PID SOF,,,,,,
5.54484064,USB LS and FS,Frame # '1013' (0x3F5),,,,,,
5.54484164,USB LS and FS,CRC OK '5' (0x05),,,,,,
5.54484208,USB LS and FS,EOP,,,,,,
5.54548204,USB LS and FS,SYNC,,,,,,
5.54548268,USB LS and FS,PID IN,,,,,,
5.54548336,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.54548428,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.54548472,USB LS and FS,EOP,,,,,,
5.54548536,USB LS and FS,SYNC,,,,,,
5.545486,USB LS and FS,PID NAK,,,,,,
5.54548668,USB LS and FS,EOP,,,,,,
5.54583936,USB LS and FS,SYNC,,,,,,
5.54584,USB LS and FS,PID SOF,,,,,,
5.54584068,USB LS and FS,Frame # '1014' (0x3F6),,,,,,
5.54584168,USB LS and FS,CRC OK \r (0x0D),,,,,,
5.54584212,USB LS and FS,EOP,,,,,,
5.54673208,USB LS and FS,SYNC,,,,,,
5.54673276,USB LS and FS,PID IN,,,,,,
5.5467334,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.54673432,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.54673476,USB LS and FS,EOP,,,,,,
5.5467354,USB LS and FS,SYNC,,,,,,
5.54673604,USB LS and FS,PID NAK,,,,,,
5.54673672,USB LS and FS,EOP,,,,,,
5.5468394,USB LS and FS,SYNC,,,,,,
5.54684004,USB LS and FS,PID SOF,,,,,,
5.54684072,USB LS and FS,Frame # '1015' (0x3F7),,,,,,
5.54684172,USB LS and FS,CRC OK '18' (0x12),,,,,,
5.54684216,USB LS and FS,EOP,,,,,,
5.54783944,USB LS and FS,SYNC,,,,,,
5.54784008,USB LS and FS,PID SOF,,,,,,
5.54784076,USB LS and FS,Frame # '1016' (0x3F8),,,,,,
5.54784176,USB LS and FS,CRC OK '19' (0x13),,,,,,
5.5478422,USB LS and FS,EOP,,,,,,
5.54798584,USB LS and FS,SYNC,,,,,,
5.54798652,USB LS and FS,PID IN,,,,,,
5.5479872,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.54798812,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.54798852,USB LS and FS,EOP,,,,,,
5.54798908,USB LS and FS,SYNC,,,,,,
5.54798976,USB LS and FS,PID NAK,,,,,,
5.54799044,USB LS and FS,EOP,,,,,,
5.54883948,USB LS and FS,SYNC,,,,,,
5.54884016,USB LS and FS,PID SOF,,,,,,
5.5488408,USB LS and FS,Frame # '1017' (0x3F9),,,,,,
5.54884184,USB LS and FS,CRC OK '12' (0x0C),,,,,,
5.54884224,USB LS and FS,EOP,,,,,,
5.54923104,USB LS and FS,SYNC,,,,,,
5.54923172,USB LS and FS,PID IN,,,,,,
5.5492324,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.54923332,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.54923372,USB LS and FS,EOP,,,,,,
5.54923432,USB LS and FS,SYNC,,,,,,
5.54923496,USB LS and FS,PID NAK,,,,,,
5.54923564,USB LS and FS,EOP,,,,,,
5.54983952,USB LS and FS,SYNC,,,,,,
5.5498402,USB LS and FS,PID SOF,,,,,,
5.54984088,USB LS and FS,Frame # '1018' (0x3FA),,,,,,
5.54984188,USB LS and FS,CRC OK '4' (0x04),,,,,,
5.54984228,USB LS and FS,EOP,,,,,,
5.55048728,USB LS and FS,SYNC,,,,,,
5.55048796,USB LS and FS,PID IN,,,,,,
5.55048864,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.55048952,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.55048996,USB LS and FS,EOP,,,,,,
5.5504906,USB LS and FS,SYNC,,,,,,
5.55049128,USB LS and FS,PID NAK,,,,,,
5.55049192,USB LS and FS,EOP,,,,,,
5.55083956,USB LS and FS,SYNC,,,,,,
5.55084024,USB LS and FS,PID SOF,,,,,,
5.55084092,USB LS and FS,Frame # '1019' (0x3FB),,,,,,
5.55084192,USB LS and FS,CRC OK '27' (0x1B),,,,,,
5.55084232,USB LS and FS,EOP,,,,,,
5.55173232,USB LS and FS,SYNC,,,,,,
5.55173296,USB LS and FS,PID IN,,,,,,
5.55173364,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.55173456,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.551735,USB LS and FS,EOP,,,,,,
5.55173556,USB LS and FS,SYNC,,,,,,
5.55173624,USB LS and FS,PID NAK,,,,,,
5.55173688,USB LS and FS,EOP,,,,,,
5.5518396,USB LS and FS,SYNC,,,,,,
5.55184028,USB LS and FS,PID SOF,,,,,,
5.55184096,USB LS and FS,Frame # '1020' (0x3FC),,,,,,
5.55184196,USB LS and FS,CRC OK '20' (0x14),,,,,,
5.55184236,USB LS and FS,EOP,,,,,,
5.55283968,USB LS and FS,SYNC,,,,,,
5.55284032,USB LS and FS,PID SOF,,,,,,
5.552841,USB LS and FS,Frame # '1021' (0x3FD),,,,,,
5.552842,USB LS and FS,CRC OK '11' (0x0B),,,,,,
5.55284244,USB LS and FS,EOP,,,,,,
5.5529824,USB LS and FS,SYNC,,,,,,
5.55298304,USB LS and FS,PID IN,,,,,,
5.55298372,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.55298464,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.55298504,USB LS and FS,EOP,,,,,,
5.55298568,USB LS and FS,SYNC,,,,,,
5.55298636,USB LS and FS,PID NAK,,,,,,
5.55298704,USB LS and FS,EOP,,,,,,
5.55383972,USB LS and FS,SYNC,,,,,,
5.55384036,USB LS and FS,PID SOF,,,,,,
5.55384104,USB LS and FS,Frame # '1022' (0x3FE),,,,,,
5.55384204,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.55384248,USB LS and FS,EOP,,,,,,
5.55423136,USB LS and FS,SYNC,,,,,,
5.55423204,USB LS and FS,PID IN,,,,,,
5.55423268,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.5542336,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.55423404,USB LS and FS,EOP,,,,,,
5.55423464,USB LS and FS,SYNC,,,,,,
5.55423532,USB LS and FS,PID NAK,,,,,,
5.55423596,USB LS and FS,EOP,,,,,,
5.55483976,USB LS and FS,SYNC,,,,,,
5.5548404,USB LS and FS,PID SOF,,,,,,
5.55484108,USB LS and FS,Frame # '1023' (0x3FF),,,,,,
5.55484208,USB LS and FS,CRC OK '28' (0x1C),,,,,,
5.55484252,USB LS and FS,EOP,,,,,,
5.55548136,USB LS and FS,SYNC,,,,,,
5.555482,USB LS and FS,PID IN,,,,,,
5.55548268,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.5554836,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.55548404,USB LS and FS,EOP,,,,,,
5.5554846,USB LS and FS,SYNC,,,,,,
5.55548528,USB LS and FS,PID NAK,,,,,,
5.55548592,USB LS and FS,EOP,,,,,,
5.5558398,USB LS and FS,SYNC,,,,,,
5.55584048,USB LS and FS,PID SOF,,,,,,
5.55584112,USB LS and FS,Frame # '1024' (0x400),,,,,,
5.55584204,USB LS and FS,CRC OK '22' (0x16),,,,,,
5.55584248,USB LS and FS,EOP,,,,,,
5.55673132,USB LS and FS,SYNC,,,,,,
5.55673196,USB LS and FS,PID IN,,,,,,
5.55673264,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.55673356,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.556734,USB LS and FS,EOP,,,,,,
5.55673456,USB LS and FS,SYNC,,,,,,
5.55673524,USB LS and FS,PID NAK,,,,,,
5.55673588,USB LS and FS,EOP,,,,,,
5.55683984,USB LS and FS,SYNC,,,,,,
5.55684052,USB LS and FS,PID SOF,,,,,,
5.5568412,USB LS and FS,Frame # '1025' (0x401),,,,,,
5.55684212,USB LS and FS,CRC OK \t (0x09),,,,,,
5.55684252,USB LS and FS,EOP,,,,,,
5.55783992,USB LS and FS,SYNC,,,,,,
5.55784056,USB LS and FS,PID SOF,,,,,,
5.55784124,USB LS and FS,Frame # '1026' (0x402),,,,,,
5.55784216,USB LS and FS,CRC OK '1' (0x01),,,,,,
5.55784256,USB LS and FS,EOP,,,,,,
5.55798508,USB LS and FS,SYNC,,,,,,
5.55798572,USB LS and FS,PID IN,,,,,,
5.5579864,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.55798732,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.55798776,USB LS and FS,EOP,,,,,,
5.55798828,USB LS and FS,SYNC,,,,,,
5.55798892,USB LS and FS,PID NAK,,,,,,
5.5579896,USB LS and FS,EOP,,,,,,
5.55883996,USB LS and FS,SYNC,,,,,,
5.5588406,USB LS and FS,PID SOF,,,,,,
5.55884128,USB LS and FS,Frame # '1027' (0x403),,,,,,
5.5588422,USB LS and FS,CRC OK '30' (0x1E),,,,,,
5.5588426,USB LS and FS,EOP,,,,,,
5.55926464,USB LS and FS,SYNC,,,,,,
5.55926528,USB LS and FS,PID IN,,,,,,
5.55926596,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.55926688,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.55926728,USB LS and FS,EOP,,,,,,
5.55926788,USB LS and FS,SYNC,,,,,,
5.55926856,USB LS and FS,PID NAK,,,,,,
5.55926924,USB LS and FS,EOP,,,,,,
5.55984,USB LS and FS,SYNC,,,,,,
5.55984064,USB LS and FS,PID SOF,,,,,,
5.55984132,USB LS and FS,Frame # '1028' (0x404),,,,,,
5.55984224,USB LS and FS,CRC OK '17' (0x11),,,,,,
5.55984264,USB LS and FS,EOP,,,,,,
5.5604878,USB LS and FS,SYNC,,,,,,
5.56048848,USB LS and FS,PID IN,,,,,,
5.56048916,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.56049004,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.56049048,USB LS and FS,EOP,,,,,,
5.56049108,USB LS and FS,SYNC,,,,,,
5.56049176,USB LS and FS,PID NAK,,,,,,
5.56049244,USB LS and FS,EOP,,,,,,
5.56084004,USB LS and FS,SYNC,,,,,,
5.56084072,USB LS and FS,PID SOF,,,,,,
5.56084136,USB LS and FS,Frame # '1029' (0x405),,,,,,
5.56084228,USB LS and FS,CRC OK '14' (0x0E),,,,,,
5.56084272,USB LS and FS,EOP,,,,,,
5.56173284,USB LS and FS,SYNC,,,,,,
5.56173348,USB LS and FS,PID IN,,,,,,
5.56173416,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.56173508,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.56173548,USB LS and FS,EOP,,,,,,
5.56173616,USB LS and FS,SYNC,,,,,,
5.5617368,USB LS and FS,PID NAK,,,,,,
5.56173748,USB LS and FS,EOP,,,,,,
5.56184008,USB LS and FS,SYNC,,,,,,
5.56184076,USB LS and FS,PID SOF,,,,,,
5.5618414,USB LS and FS,Frame # '1030' (0x406),,,,,,
5.56184232,USB LS and FS,CRC OK '6' (0x06),,,,,,
5.56184276,USB LS and FS,EOP,,,,,,
5.56284012,USB LS and FS,SYNC,,,,,,
5.5628408,USB LS and FS,PID SOF,,,,,,
5.56284144,USB LS and FS,Frame # '1031' (0x407),,,,,,
5.56284236,USB LS and FS,CRC OK '25' (0x19),,,,,,
5.5628428,USB LS and FS,EOP,,,,,,
5.56298284,USB LS and FS,SYNC,,,,,,
5.56298348,USB LS and FS,PID IN,,,,,,
5.56298416,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.56298508,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.56298552,USB LS and FS,EOP,,,,,,
5.56298612,USB LS and FS,SYNC,,,,,,
5.56298676,USB LS and FS,PID NAK,,,,,,
5.56298744,USB LS and FS,EOP,,,,,,
5.56384016,USB LS and FS,SYNC,,,,,,
5.56384084,USB LS and FS,PID SOF,,,,,,
5.56384148,USB LS and FS,Frame # '1032' (0x408),,,,,,
5.5638424,USB LS and FS,CRC OK '24' (0x18),,,,,,
5.56384284,USB LS and FS,EOP,,,,,,
5.56423288,USB LS and FS,SYNC,,,,,,
5.56423356,USB LS and FS,PID IN,,,,,,
5.5642342,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.56423512,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.56423556,USB LS and FS,EOP,,,,,,
5.56423616,USB LS and FS,SYNC,,,,,,
5.5642368,USB LS and FS,PID NAK,,,,,,
5.56423748,USB LS and FS,EOP,,,,,,
5.56484024,USB LS and FS,SYNC,,,,,,
5.56484092,USB LS and FS,PID SOF,,,,,,
5.56484156,USB LS and FS,Frame # '1033' (0x409),,,,,,
5.56484248,USB LS and FS,CRC OK '7' (0x07),,,,,,
5.56484292,USB LS and FS,EOP,,,,,,
5.56548172,USB LS and FS,SYNC,,,,,,
5.56548236,USB LS and FS,PID IN,,,,,,
5.56548304,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.56548396,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.5654844,USB LS and FS,EOP,,,,,,
5.565485,USB LS and FS,SYNC,,,,,,
5.56548568,USB LS and FS,PID NAK,,,,,,
5.56548636,USB LS and FS,EOP,,,,,,
5.56584028,USB LS and FS,SYNC,,,,,,
5.56584092,USB LS and FS,PID SOF,,,,,,
5.5658416,USB LS and FS,Frame # '1034' (0x40A),,,,,,
5.56584252,USB LS and FS,CRC OK '15' (0x0F),,,,,,
5.56584292,USB LS and FS,EOP,,,,,,
5.56673312,USB LS and FS,SYNC,,,,,,
5.56673376,USB LS and FS,PID IN,,,,,,
5.56673444,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.56673536,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.5667358,USB LS and FS,EOP,,,,,,
5.56673632,USB LS and FS,SYNC,,,,,,
5.56673696,USB LS and FS,PID NAK,,,,,,
5.56673764,USB LS and FS,EOP,,,,,,
5.56684032,USB LS and FS,SYNC,,,,,,
5.56684096,USB LS and FS,PID SOF,,,,,,
5.56684164,USB LS and FS,Frame # '1035' (0x40B),,,,,,
5.56684256,USB LS and FS,CRC OK '16' (0x10),,,,,,
5.56684296,USB LS and FS,EOP,,,,,,
5.56784036,USB LS and FS,SYNC,,,,,,
5.567841,USB LS and FS,PID SOF,,,,,,
5.56784168,USB LS and FS,Frame # '1036' (0x40C),,,,,,
5.5678426,USB LS and FS,CRC OK '31' (0x1F),,,,,,
5.56784312,USB LS and FS,EOP,,,,,,
5.5679978,USB LS and FS,SYNC,,,,,,
5.56799844,USB LS and FS,PID IN,,,,,,
5.56799912,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.56800004,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.56800048,USB LS and FS,EOP,,,,,,
5.56800112,USB LS and FS,SYNC,,,,,,
5.56800176,USB LS and FS,PID NAK,,,,,,
5.56800244,USB LS and FS,EOP,,,,,,
5.5688404,USB LS and FS,SYNC,,,,,,
5.56884104,USB LS and FS,PID SOF,,,,,,
5.56884172,USB LS and FS,Frame # '1037' (0x40D),,,,,,
5.56884264,USB LS and FS,CRC OK '0' (0x00),,,,,,
5.56884308,USB LS and FS,EOP,,,,,,
5.56923188,USB LS and FS,SYNC,,,,,,
5.56923256,USB LS and FS,PID IN,,,,,,
5.56923324,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.56923412,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.56923456,USB LS and FS,EOP,,,,,,
5.56923516,USB LS and FS,SYNC,,,,,,
5.5692358,USB LS and FS,PID NAK,,,,,,
5.56923648,USB LS and FS,EOP,,,,,,
5.56984044,USB LS and FS,SYNC,,,,,,
5.56984112,USB LS and FS,PID SOF,,,,,,
5.5698418,USB LS and FS,Frame # '1038' (0x40E),,,,,,
5.56984268,USB LS and FS,CRC OK '8' (0x08),,,,,,
5.56984312,USB LS and FS,EOP,,,,,,
5.57048564,USB LS and FS,SYNC,,,,,,
5.57048632,USB LS and FS,PID IN,,,,,,
5.57048696,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.57048788,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.57048832,USB LS and FS,EOP,,,,,,
5.57048884,USB LS and FS,SYNC,,,,,,
5.57048952,USB LS and FS,PID NAK,,,,,,
5.5704902,USB LS and FS,EOP,,,,,,
5.57084048,USB LS and FS,SYNC,,,,,,
5.57084116,USB LS and FS,PID SOF,,,,,,
5.5708418,USB LS and FS,Frame # '1039' (0x40F),,,,,,
5.57084272,USB LS and FS,CRC OK '23' (0x17),,,,,,
5.57084316,USB LS and FS,EOP,,,,,,
5.571732,USB LS and FS,SYNC,,,,,,
5.57173264,USB LS and FS,PID IN,,,,,,
5.57173332,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.57173424,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.57173468,USB LS and FS,EOP,,,,,,
5.57173524,USB LS and FS,SYNC,,,,,,
5.57173588,USB LS and FS,PID NAK,,,,,,
5.57173656,USB LS and FS,EOP,,,,,,
5.57184052,USB LS and FS,SYNC,,,,,,
5.5718412,USB LS and FS,PID SOF,,,,,,
5.57184188,USB LS and FS,Frame # '1040' (0x410),,,,,,
5.5718428,USB LS and FS,CRC OK \n (0x0A),,,,,,
5.5718432,USB LS and FS,EOP,,,,,,
5.57284056,USB LS and FS,SYNC,,,,,,
5.57284124,USB LS and FS,PID SOF,,,,,,
5.57284188,USB LS and FS,Frame # '1041' (0x411),,,,,,
5.5728428,USB LS and FS,CRC OK '21' (0x15),,,,,,
5.57284324,USB LS and FS,EOP,,,,,,
5.57298224,USB LS and FS,SYNC,,,,,,
5.57298292,USB LS and FS,PID IN,,,,,,
5.57298356,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.57298448,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.57298492,USB LS and FS,EOP,,,,,,
5.57298544,USB LS and FS,SYNC,,,,,,
5.57298612,USB LS and FS,PID NAK,,,,,,
5.57298676,USB LS and FS,EOP,,,,,,
5.57384064,USB LS and FS,SYNC,,,,,,
5.57384128,USB LS and FS,PID SOF,,,,,,
5.57384196,USB LS and FS,Frame # '1042' (0x412),,,,,,
5.57384288,USB LS and FS,CRC OK '29' (0x1D),,,,,,
5.57384332,USB LS and FS,EOP,,,,,,
5.57423212,USB LS and FS,SYNC,,,,,,
5.57423276,USB LS and FS,PID IN,,,,,,
5.57423344,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.57423436,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.5742348,USB LS and FS,EOP,,,,,,
5.5742354,USB LS and FS,SYNC,,,,,,
5.57423608,USB LS and FS,PID NAK,,,,,,
5.57423672,USB LS and FS,EOP,,,,,,
5.57484068,USB LS and FS,SYNC,,,,,,
5.57484132,USB LS and FS,PID SOF,,,,,,
5.574842,USB LS and FS,Frame # '1043' (0x413),,,,,,
5.57484292,USB LS and FS,CRC OK '2' (0x02),,,,,,
5.57484336,USB LS and FS,EOP,,,,,,
5.57548216,USB LS and FS,SYNC,,,,,,
5.57548284,USB LS and FS,PID IN,,,,,,
5.57548348,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.5754844,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.57548484,USB LS and FS,EOP,,,,,,
5.57548544,USB LS and FS,SYNC,,,,,,
5.57548612,USB LS and FS,PID NAK,,,,,,
5.5754868,USB LS and FS,EOP,,,,,,
5.57584072,USB LS and FS,SYNC,,,,,,
5.57584136,USB LS and FS,PID SOF,,,,,,
5.57584204,USB LS and FS,Frame # '1044' (0x414),,,,,,
5.57584296,USB LS and FS,CRC OK \r (0x0D),,,,,,
5.5758434,USB LS and FS,EOP,,,,,,
5.57673224,USB LS and FS,SYNC,,,,,,
5.57673288,USB LS and FS,PID IN,,,,,,
5.57673356,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.57673448,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.57673488,USB LS and FS,EOP,,,,,,
5.57673548,USB LS and FS,SYNC,,,,,,
5.57673616,USB LS and FS,PID NAK,,,,,,
5.57673684,USB LS and FS,EOP,,,,,,
5.57684076,USB LS and FS,SYNC,,,,,,
5.5768414,USB LS and FS,PID SOF,,,,,,
5.57684208,USB LS and FS,Frame # '1045' (0x415),,,,,,
5.576843,USB LS and FS,CRC OK '18' (0x12),,,,,,
5.57684344,USB LS and FS,EOP,,,,,,
5.5778408,USB LS and FS,SYNC,,,,,,
5.57784148,USB LS and FS,PID SOF,,,,,,
5.57784216,USB LS and FS,Frame # '1046' (0x416),,,,,,
5.57784308,USB LS and FS,CRC OK '26' (0x1A),,,,,,
5.57784348,USB LS and FS,EOP,,,,,,
5.57798228,USB LS and FS,SYNC,,,,,,
5.57798296,USB LS and FS,PID IN,,,,,,
5.57798364,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.57798452,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.57798496,USB LS and FS,EOP,,,,,,
5.57798552,USB LS and FS,SYNC,,,,,,
5.5779862,USB LS and FS,PID NAK,,,,,,
5.57798688,USB LS and FS,EOP,,,,,,
5.57884084,USB LS and FS,SYNC,,,,,,
5.57884152,USB LS and FS,PID SOF,,,,,,
5.5788422,USB LS and FS,Frame # '1047' (0x417),,,,,,
5.57884312,USB LS and FS,CRC OK '5' (0x05),,,,,,
5.57884352,USB LS and FS,EOP,,,,,,
5.57923256,USB LS and FS,SYNC,,,,,,
5.5792332,USB LS and FS,PID IN,,,,,,
5.57923388,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.5792348,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.5792352,USB LS and FS,EOP,,,,,,
5.57923572,USB LS and FS,SYNC,,,,,,
5.5792364,USB LS and FS,PID NAK,,,,,,
5.57923708,USB LS and FS,EOP,,,,,,
5.57984092,USB LS and FS,SYNC,,,,,,
5.57984156,USB LS and FS,PID SOF,,,,,,
5.57984224,USB LS and FS,Frame # '1048' (0x418),,,,,,
5.57984316,USB LS and FS,CRC OK '4' (0x04),,,,,,
5.57984356,USB LS and FS,EOP,,,,,,
5.5804824,USB LS and FS,SYNC,,,,,,
5.58048304,USB LS and FS,PID IN,,,,,,
5.58048372,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.58048464,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.58048508,USB LS and FS,EOP,,,,,,
5.58048568,USB LS and FS,SYNC,,,,,,
5.58048636,USB LS and FS,PID NAK,,,,,,
5.58048704,USB LS and FS,EOP,,,,,,
5.58084096,USB LS and FS,SYNC,,,,,,
5.5808416,USB LS and FS,PID SOF,,,,,,
5.58084228,USB LS and FS,Frame # '1049' (0x419),,,,,,
5.5808432,USB LS and FS,CRC OK '27' (0x1B),,,,,,
5.5808436,USB LS and FS,EOP,,,,,,
5.58173248,USB LS and FS,SYNC,,,,,,
5.58173312,USB LS and FS,PID IN,,,,,,
5.5817338,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.58173472,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.58173512,USB LS and FS,EOP,,,,,,
5.58173572,USB LS and FS,SYNC,,,,,,
5.5817364,USB LS and FS,PID NAK,,,,,,
5.58173708,USB LS and FS,EOP,,,,,,
5.581841,USB LS and FS,SYNC,,,,,,
5.58184164,USB LS and FS,PID SOF,,,,,,
5.58184232,USB LS and FS,Frame # '1050' (0x41A),,,,,,
5.58184324,USB LS and FS,CRC OK '19' (0x13),,,,,,
5.58184368,USB LS and FS,EOP,,,,,,
5.58284104,USB LS and FS,SYNC,,,,,,
5.58284172,USB LS and FS,PID SOF,,,,,,
5.58284236,USB LS and FS,Frame # '1051' (0x41B),,,,,,
5.58284328,USB LS and FS,CRC OK '12' (0x0C),,,,,,
5.58284372,USB LS and FS,EOP,,,,,,
5.58298252,USB LS and FS,SYNC,,,,,,
5.5829832,USB LS and FS,PID IN,,,,,,
5.58298388,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.58298476,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.5829852,USB LS and FS,EOP,,,,,,
5.58298576,USB LS and FS,SYNC,,,,,,
5.58298644,USB LS and FS,PID NAK,,,,,,
5.58298712,USB LS and FS,EOP,,,,,,
5.58384108,USB LS and FS,SYNC,,,,,,
5.58384176,USB LS and FS,PID SOF,,,,,,
5.5838424,USB LS and FS,Frame # '1052' (0x41C),,,,,,
5.58384332,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.58384376,USB LS and FS,EOP,,,,,,
5.58423256,USB LS and FS,SYNC,,,,,,
5.58423324,USB LS and FS,PID IN,,,,,,
5.58423388,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.5842348,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.58423524,USB LS and FS,EOP,,,,,,
5.58423584,USB LS and FS,SYNC,,,,,,
5.58423648,USB LS and FS,PID NAK,,,,,,
5.58423716,USB LS and FS,EOP,,,,,,
5.58484112,USB LS and FS,SYNC,,,,,,
5.5848418,USB LS and FS,PID SOF,,,,,,
5.58484244,USB LS and FS,Frame # '1053' (0x41D),,,,,,
5.58484336,USB LS and FS,CRC OK '28' (0x1C),,,,,,
5.5848438,USB LS and FS,EOP,,,,,,
5.5854826,USB LS and FS,SYNC,,,,,,
5.58548328,USB LS and FS,PID IN,,,,,,
5.58548396,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.58548488,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.58548528,USB LS and FS,EOP,,,,,,
5.58548588,USB LS and FS,SYNC,,,,,,
5.58548652,USB LS and FS,PID NAK,,,,,,
5.5854872,USB LS and FS,EOP,,,,,,
5.58584116,USB LS and FS,SYNC,,,,,,
5.58584184,USB LS and FS,PID SOF,,,,,,
5.58584248,USB LS and FS,Frame # '1054' (0x41E),,,,,,
5.5858434,USB LS and FS,CRC OK '20' (0x14),,,,,,
5.58584384,USB LS and FS,EOP,,,,,,
5.58673268,USB LS and FS,SYNC,,,,,,
5.58673336,USB LS and FS,PID IN,,,,,,
5.586734,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
5.58673492,USB LS and FS,CRC OK '3' (0x03),,,,,,
