Time [s], Analyzer Name, Decoded Protocol Result,,,,,,
8.59949576,USB LS and FS,PID IN,,,,,,
8.59949644,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.59949736,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.5994978,USB LS and FS,EOP,,,,,,
8.59949844,USB LS and FS,SYNC,,,,,,
8.59949908,USB LS and FS,PID NAK,,,,,,
8.59949976,USB LS and FS,EOP,,,,,,
8.59997856,USB LS and FS,SYNC,,,,,,
8.5999792,USB LS and FS,PID SOF,,,,,,
8.59997988,USB LS and FS,Frame # '2020' (0x7E4),,,,,,
8.59998088,USB LS and FS,CRC OK '18' (0x12),,,,,,
8.59998132,USB LS and FS,EOP,,,,,,
8.60074504,USB LS and FS,SYNC,,,,,,
8.60074572,USB LS and FS,PID IN,,,,,,
8.6007464,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.60074728,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.60074772,USB LS and FS,EOP,,,,,,
8.60074832,USB LS and FS,SYNC,,,,,,
8.60074896,USB LS and FS,PID NAK,,,,,,
8.60074964,USB LS and FS,EOP,,,,,,
8.6009786,USB LS and FS,SYNC,,,,,,
8.60097924,USB LS and FS,PID SOF,,,,,,
8.60097992,USB LS and FS,Frame # '2021' (0x7E5),,,,,,
8.60098092,USB LS and FS,CRC OK \r (0x0D),,,,,,
8.60098136,USB LS and FS,EOP,,,,,,
8.60197868,USB LS and FS,SYNC,,,,,,
8.60197932,USB LS and FS,PID SOF,,,,,,
8.60198,USB LS and FS,Frame # '2022' (0x7E6),,,,,,
8.601981,USB LS and FS,CRC OK '5' (0x05),,,,,,
8.60198144,USB LS and FS,EOP,,,,,,
8.60199636,USB LS and FS,SYNC,,,,,,
8.601997,USB LS and FS,PID IN,,,,,,
8.60199768,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.6019986,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.60199904,USB LS and FS,EOP,,,,,,
8.6019996,USB LS and FS,SYNC,,,,,,
8.60200024,USB LS and FS,PID NAK,,,,,,
8.60200092,USB LS and FS,EOP,,,,,,
8.60297868,USB LS and FS,SYNC,,,,,,
8.60297936,USB LS and FS,PID SOF,,,,,,
8.60298,USB LS and FS,Frame # '2023' (0x7E7),,,,,,
8.60298104,USB LS and FS,CRC OK '26' (0x1A),,,,,,
8.60298144,USB LS and FS,EOP,,,,,,
8.6032464,USB LS and FS,SYNC,,,,,,
8.60324708,USB LS and FS,PID IN,,,,,,
8.60324772,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.60324864,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.60324908,USB LS and FS,EOP,,,,,,
8.60324972,USB LS and FS,SYNC,,,,,,
8.6032504,USB LS and FS,PID NAK,,,,,,
8.60325104,USB LS and FS,EOP,,,,,,
8.60397872,USB LS and FS,SYNC,,,,,,
8.6039794,USB LS and FS,PID SOF,,,,,,
8.60398008,USB LS and FS,Frame # '2024' (0x7E8),,,,,,
8.60398108,USB LS and FS,CRC OK '27' (0x1B),,,,,,
8.60398148,USB LS and FS,EOP,,,,,,
8.60449664,USB LS and FS,SYNC,,,,,,
8.60449728,USB LS and FS,PID IN,,,,,,
8.60449796,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.60449888,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.60449928,USB LS and FS,EOP,,,,,,
8.60449992,USB LS and FS,SYNC,,,,,,
8.6045006,USB LS and FS,PID NAK,,,,,,
8.60450128,USB LS and FS,EOP,,,,,,
8.60497876,USB LS and FS,SYNC,,,,,,
8.60497944,USB LS and FS,PID SOF,,,,,,
8.60498012,USB LS and FS,Frame # '2025' (0x7E9),,,,,,
8.60498112,USB LS and FS,CRC OK '4' (0x04),,,,,,
8.60498152,USB LS and FS,EOP,,,,,,
8.605749,USB LS and FS,SYNC,,,,,,
8.60574964,USB LS and FS,PID IN,,,,,,
8.60575032,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.60575124,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.60575168,USB LS and FS,EOP,,,,,,
8.60575232,USB LS and FS,SYNC,,,,,,
8.60575296,USB LS and FS,PID NAK,,,,,,
8.60575364,USB LS and FS,EOP,,,,,,
8.6059788,USB LS and FS,SYNC,,,,,,
8.60597948,USB LS and FS,PID SOF,,,,,,
8.60598016,USB LS and FS,Frame # '2026' (0x7EA),,,,,,
8.60598116,USB LS and FS,CRC OK '12' (0x0C),,,,,,
8.60598156,USB LS and FS,EOP,,,,,,
8.60697888,USB LS and FS,SYNC,,,,,,
8.60697952,USB LS and FS,PID SOF,,,,,,
8.6069802,USB LS and FS,Frame # '2027' (0x7EB),,,,,,
8.6069812,USB LS and FS,CRC OK '19' (0x13),,,,,,
8.60698164,USB LS and FS,EOP,,,,,,
8.60699904,USB LS and FS,SYNC,,,,,,
8.60699972,USB LS and FS,PID IN,,,,,,
8.60700036,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.60700128,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.60700172,USB LS and FS,EOP,,,,,,
8.60700236,USB LS and FS,SYNC,,,,,,
8.607003,USB LS and FS,PID NAK,,,,,,
8.60700368,USB LS and FS,EOP,,,,,,
8.60797892,USB LS and FS,SYNC,,,,,,
8.60797956,USB LS and FS,PID SOF,,,,,,
8.60798024,USB LS and FS,Frame # '2028' (0x7EC),,,,,,
8.60798124,USB LS and FS,CRC OK '28' (0x1C),,,,,,
8.60798168,USB LS and FS,EOP,,,,,,
8.60825528,USB LS and FS,SYNC,,,,,,
8.60825592,USB LS and FS,PID IN,,,,,,
8.6082566,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.60825752,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.60825792,USB LS and FS,EOP,,,,,,
8.60825856,USB LS and FS,SYNC,,,,,,
8.60825924,USB LS and FS,PID NAK,,,,,,
8.60825988,USB LS and FS,EOP,,,,,,
8.60897896,USB LS and FS,SYNC,,,,,,
8.6089796,USB LS and FS,PID SOF,,,,,,
8.60898028,USB LS and FS,Frame # '2029' (0x7ED),,,,,,
8.60898128,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.60898172,USB LS and FS,EOP,,,,,,
8.60949792,USB LS and FS,SYNC,,,,,,
8.60949856,USB LS and FS,PID IN,,,,,,
8.60949924,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.60950016,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.6095006,USB LS and FS,EOP,,,,,,
8.60950116,USB LS and FS,SYNC,,,,,,
8.60950184,USB LS and FS,PID NAK,,,,,,
8.60950252,USB LS and FS,EOP,,,,,,
8.609979,USB LS and FS,SYNC,,,,,,
8.60997968,USB LS and FS,PID SOF,,,,,,
8.60998032,USB LS and FS,Frame # '2030' (0x7EE),,,,,,
8.60998132,USB LS and FS,CRC OK '11' (0x0B),,,,,,
8.60998176,USB LS and FS,EOP,,,,,,
8.61076416,USB LS and FS,SYNC,,,,,,
8.61076484,USB LS and FS,PID IN,,,,,,
8.61076548,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.6107664,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.61076684,USB LS and FS,EOP,,,,,,
8.61076748,USB LS and FS,SYNC,,,,,,
8.61076812,USB LS and FS,PID NAK,,,,,,
8.6107688,USB LS and FS,EOP,,,,,,
8.61097904,USB LS and FS,SYNC,,,,,,
8.61097972,USB LS and FS,PID SOF,,,,,,
8.6109804,USB LS and FS,Frame # '2031' (0x7EF),,,,,,
8.6109814,USB LS and FS,CRC OK '20' (0x14),,,,,,
8.6109818,USB LS and FS,EOP,,,,,,
8.61197912,USB LS and FS,SYNC,,,,,,
8.61197976,USB LS and FS,PID SOF,,,,,,
8.61198044,USB LS and FS,Frame # '2032' (0x7F0),,,,,,
8.61198144,USB LS and FS,CRC OK \t (0x09),,,,,,
8.61198184,USB LS and FS,EOP,,,,,,
8.6120118,USB LS and FS,SYNC,,,,,,
8.61201248,USB LS and FS,PID IN,,,,,,
8.61201316,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.61201408,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.61201448,USB LS and FS,EOP,,,,,,
8.61201508,USB LS and FS,SYNC,,,,,,
8.61201576,USB LS and FS,PID NAK,,,,,,
8.61201644,USB LS and FS,EOP,,,,,,
8.61297916,USB LS and FS,SYNC,,,,,,
8.6129798,USB LS and FS,PID SOF,,,,,,
8.61298048,USB LS and FS,Frame # '2033' (0x7F1),,,,,,
8.61298148,USB LS and FS,CRC OK '22' (0x16),,,,,,
8.61298188,USB LS and FS,EOP,,,,,,
8.6132518,USB LS and FS,SYNC,,,,,,
8.61325244,USB LS and FS,PID IN,,,,,,
8.61325312,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.61325404,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.61325444,USB LS and FS,EOP,,,,,,
8.61325504,USB LS and FS,SYNC,,,,,,
8.61325572,USB LS and FS,PID NAK,,,,,,
8.6132564,USB LS and FS,EOP,,,,,,
8.6139792,USB LS and FS,SYNC,,,,,,
8.61397984,USB LS and FS,PID SOF,,,,,,
8.61398052,USB LS and FS,Frame # '2034' (0x7F2),,,,,,
8.61398152,USB LS and FS,CRC OK '30' (0x1E),,,,,,
8.61398192,USB LS and FS,EOP,,,,,,
8.6144994,USB LS and FS,SYNC,,,,,,
8.61450004,USB LS and FS,PID IN,,,,,,
8.61450072,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.61450164,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.61450208,USB LS and FS,EOP,,,,,,
8.61450268,USB LS and FS,SYNC,,,,,,
8.61450336,USB LS and FS,PID NAK,,,,,,
8.61450404,USB LS and FS,EOP,,,,,,
8.61497924,USB LS and FS,SYNC,,,,,,
8.61497992,USB LS and FS,PID SOF,,,,,,
8.6149806,USB LS and FS,Frame # '2035' (0x7F3),,,,,,
8.6149816,USB LS and FS,CRC OK '1' (0x01),,,,,,
8.614982,USB LS and FS,EOP,,,,,,
8.61574844,USB LS and FS,SYNC,,,,,,
8.61574912,USB LS and FS,PID IN,,,,,,
8.61574976,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.61575068,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.61575112,USB LS and FS,EOP,,,,,,
8.61575172,USB LS and FS,SYNC,,,,,,
8.6157524,USB LS and FS,PID NAK,,,,,,
8.61575308,USB LS and FS,EOP,,,,,,
8.61597928,USB LS and FS,SYNC,,,,,,
8.61597996,USB LS and FS,PID SOF,,,,,,
8.6159806,USB LS and FS,Frame # '2036' (0x7F4),,,,,,
8.6159816,USB LS and FS,CRC OK '14' (0x0E),,,,,,
8.61598204,USB LS and FS,EOP,,,,,,
8.61697932,USB LS and FS,SYNC,,,,,,
8.61698,USB LS and FS,PID SOF,,,,,,
8.61698064,USB LS and FS,Frame # '2037' (0x7F5),,,,,,
8.61698164,USB LS and FS,CRC OK '17' (0x11),,,,,,
8.61698208,USB LS and FS,EOP,,,,,,
8.6169958,USB LS and FS,SYNC,,,,,,
8.61699644,USB LS and FS,PID IN,,,,,,
8.61699712,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.61699804,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.61699848,USB LS and FS,EOP,,,,,,
8.61699908,USB LS and FS,SYNC,,,,,,
8.61699976,USB LS and FS,PID NAK,,,,,,
8.61700044,USB LS and FS,EOP,,,,,,
8.61797936,USB LS and FS,SYNC,,,,,,
8.61798004,USB LS and FS,PID SOF,,,,,,
8.61798068,USB LS and FS,Frame # '2038' (0x7F6),,,,,,
8.61798168,USB LS and FS,CRC OK '25' (0x19),,,,,,
8.61798212,USB LS and FS,EOP,,,,,,
8.61824584,USB LS and FS,SYNC,,,,,,
8.61824652,USB LS and FS,PID IN,,,,,,
8.61824716,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.61824808,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.61824852,USB LS and FS,EOP,,,,,,
8.61824908,USB LS and FS,SYNC,,,,,,
8.61824972,USB LS and FS,PID NAK,,,,,,
8.6182504,USB LS and FS,EOP,,,,,,
8.61897944,USB LS and FS,SYNC,,,,,,
8.61898012,USB LS and FS,PID SOF,,,,,,
8.61898076,USB LS and FS,Frame # '2039' (0x7F7),,,,,,
8.61898176,USB LS and FS,CRC OK '6' (0x06),,,,,,
8.6189822,USB LS and FS,EOP,,,,,,
8.61949592,USB LS and FS,SYNC,,,,,,
8.61949656,USB LS and FS,PID IN,,,,,,
8.61949724,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.61949816,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.6194986,USB LS and FS,EOP,,,,,,
8.6194992,USB LS and FS,SYNC,,,,,,
8.61949984,USB LS and FS,PID NAK,,,,,,
8.61950052,USB LS and FS,EOP,,,,,,
8.61997948,USB LS and FS,SYNC,,,,,,
8.61998012,USB LS and FS,PID SOF,,,,,,
8.6199808,USB LS and FS,Frame # '2040' (0x7F8),,,,,,
8.6199818,USB LS and FS,CRC OK '7' (0x07),,,,,,
8.61998224,USB LS and FS,EOP,,,,,,
8.62074844,USB LS and FS,SYNC,,,,,,
8.62074908,USB LS and FS,PID IN,,,,,,
8.62074976,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.62075068,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.62075112,USB LS and FS,EOP,,,,,,
8.62075172,USB LS and FS,SYNC,,,,,,
8.6207524,USB LS and FS,PID NAK,,,,,,
8.62075308,USB LS and FS,EOP,,,,,,
8.62097952,USB LS and FS,SYNC,,,,,,
8.62098016,USB LS and FS,PID SOF,,,,,,
8.62098084,USB LS and FS,Frame # '2041' (0x7F9),,,,,,
8.62098184,USB LS and FS,CRC OK '24' (0x18),,,,,,
8.62098228,USB LS and FS,EOP,,,,,,
8.62197956,USB LS and FS,SYNC,,,,,,
8.6219802,USB LS and FS,PID SOF,,,,,,
8.62198088,USB LS and FS,Frame # '2042' (0x7FA),,,,,,
8.62198188,USB LS and FS,CRC OK '16' (0x10),,,,,,
8.62198232,USB LS and FS,EOP,,,,,,
8.62199972,USB LS and FS,SYNC,,,,,,
8.62200036,USB LS and FS,PID IN,,,,,,
8.62200104,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.62200196,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.6220024,USB LS and FS,EOP,,,,,,
8.622003,USB LS and FS,SYNC,,,,,,
8.62200368,USB LS and FS,PID NAK,,,,,,
8.62200436,USB LS and FS,EOP,,,,,,
8.6229796,USB LS and FS,SYNC,,,,,,
8.62298024,USB LS and FS,PID SOF,,,,,,
8.62298092,USB LS and FS,Frame # '2043' (0x7FB),,,,,,
8.62298192,USB LS and FS,CRC OK '15' (0x0F),,,,,,
8.62298244,USB LS and FS,EOP,,,,,,
8.62324992,USB LS and FS,SYNC,,,,,,
8.62325056,USB LS and FS,PID IN,,,,,,
8.62325124,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.62325216,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.62325256,USB LS and FS,EOP,,,,,,
8.62325316,USB LS and FS,SYNC,,,,,,
8.6232538,USB LS and FS,PID NAK,,,,,,
8.62325448,USB LS and FS,EOP,,,,,,
8.62397964,USB LS and FS,SYNC,,,,,,
8.62398032,USB LS and FS,PID SOF,,,,,,
8.623981,USB LS and FS,Frame # '2044' (0x7FC),,,,,,
8.623982,USB LS and FS,CRC OK '0' (0x00),,,,,,
8.6239824,USB LS and FS,EOP,,,,,,
8.62450108,USB LS and FS,SYNC,,,,,,
8.62450172,USB LS and FS,PID IN,,,,,,
8.6245024,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.62450332,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.62450376,USB LS and FS,EOP,,,,,,
8.62450436,USB LS and FS,SYNC,,,,,,
8.624505,USB LS and FS,PID NAK,,,,,,
8.62450568,USB LS and FS,EOP,,,,,,
8.62497968,USB LS and FS,SYNC,,,,,,
8.62498036,USB LS and FS,PID SOF,,,,,,
8.624981,USB LS and FS,Frame # '2045' (0x7FD),,,,,,
8.624982,USB LS and FS,CRC OK '31' (0x1F),,,,,,
8.62498252,USB LS and FS,EOP,,,,,,
8.62574988,USB LS and FS,SYNC,,,,,,
8.62575056,USB LS and FS,PID IN,,,,,,
8.62575124,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.62575212,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.62575256,USB LS and FS,EOP,,,,,,
8.62575316,USB LS and FS,SYNC,,,,,,
8.6257538,USB LS and FS,PID NAK,,,,,,
8.62575448,USB LS and FS,EOP,,,,,,
8.62597972,USB LS and FS,SYNC,,,,,,
8.6259804,USB LS and FS,PID SOF,,,,,,
8.62598108,USB LS and FS,Frame # '2046' (0x7FE),,,,,,
8.62598204,USB LS and FS,CRC OK '23' (0x17),,,,,,
8.62598256,USB LS and FS,EOP,,,,,,
8.62697976,USB LS and FS,SYNC,,,,,,
8.62698044,USB LS and FS,PID SOF,,,,,,
8.62698112,USB LS and FS,Frame # '2047' (0x7FF),,,,,,
8.6269822,USB LS and FS,CRC OK '8' (0x08),,,,,,
8.6269826,USB LS and FS,EOP,,,,,,
8.6270024,USB LS and FS,SYNC,,,,,,
8.62700308,USB LS and FS,PID IN,,,,,,
8.62700376,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.62700464,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.62700508,USB LS and FS,EOP,,,,,,
8.6270056,USB LS and FS,SYNC,,,,,,
8.62700628,USB LS and FS,PID NAK,,,,,,
8.62700696,USB LS and FS,EOP,,,,,,
8.62797984,USB LS and FS,SYNC,,,,,,
8.62798048,USB LS and FS,PID SOF,,,,,,
8.62798116,USB LS and FS,Frame # '0' (0x000),,,,,,
8.62798208,USB LS and FS,CRC OK '2' (0x02),,,,,,
8.62798252,USB LS and FS,EOP,,,,,,
8.62825764,USB LS and FS,SYNC,,,,,,
8.62825832,USB LS and FS,PID IN,,,,,,
8.62825896,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.62825988,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.62826032,USB LS and FS,EOP,,,,,,
8.62826088,USB LS and FS,SYNC,,,,,,
8.62826156,USB LS and FS,PID NAK,,,,,,
8.62826224,USB LS and FS,EOP,,,,,,
8.62897988,USB LS and FS,SYNC,,,,,,
8.62898052,USB LS and FS,PID SOF,,,,,,
8.6289812,USB LS and FS,Frame # '1' (0x001),,,,,,
8.62898212,USB LS and FS,CRC OK '29' (0x1D),,,,,,
8.62898256,USB LS and FS,EOP,,,,,,
8.62950252,USB LS and FS,SYNC,,,,,,
8.6295032,USB LS and FS,PID IN,,,,,,
8.62950388,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.62950476,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.6295052,USB LS and FS,EOP,,,,,,
8.62950576,USB LS and FS,SYNC,,,,,,
8.62950644,USB LS and FS,PID NAK,,,,,,
8.62950712,USB LS and FS,EOP,,,,,,
8.62997992,USB LS and FS,SYNC,,,,,,
8.62998056,USB LS and FS,PID SOF,,,,,,
8.62998124,USB LS and FS,Frame # '2' (0x002),,,,,,
8.62998216,USB LS and FS,CRC OK '21' (0x15),,,,,,
8.6299826,USB LS and FS,EOP,,,,,,
8.63075012,USB LS and FS,SYNC,,,,,,
8.63075076,USB LS and FS,PID IN,,,,,,
8.63075144,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.63075236,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.6307528,USB LS and FS,EOP,,,,,,
8.6307534,USB LS and FS,SYNC,,,,,,
8.63075408,USB LS and FS,PID NAK,,,,,,
8.63075472,USB LS and FS,EOP,,,,,,
8.63097996,USB LS and FS,SYNC,,,,,,
8.6309806,USB LS and FS,PID SOF,,,,,,
8.63098128,USB LS and FS,Frame # '3' (0x003),,,,,,
8.6309822,USB LS and FS,CRC OK \n (0x0A),,,,,,
8.63098264,USB LS and FS,EOP,,,,,,
8.63198,USB LS and FS,SYNC,,,,,,
8.63198068,USB LS and FS,PID SOF,,,,,,
8.63198136,USB LS and FS,Frame # '4' (0x004),,,,,,
8.63198228,USB LS and FS,CRC OK '5' (0x05),,,,,,
8.63198268,USB LS and FS,EOP,,,,,,
8.63199896,USB LS and FS,SYNC,,,,,,
8.6319996,USB LS and FS,PID IN,,,,,,
8.63200028,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.6320012,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.63200164,USB LS and FS,EOP,,,,,,
8.6320022,USB LS and FS,SYNC,,,,,,
8.63200284,USB LS and FS,PID NAK,,,,,,
8.63200352,USB LS and FS,EOP,,,,,,
8.63298004,USB LS and FS,SYNC,,,,,,
8.63298072,USB LS and FS,PID SOF,,,,,,
8.6329814,USB LS and FS,Frame # '5' (0x005),,,,,,
8.63298232,USB LS and FS,CRC OK '26' (0x1A),,,,,,
8.63298272,USB LS and FS,EOP,,,,,,
8.63325024,USB LS and FS,SYNC,,,,,,
8.63325088,USB LS and FS,PID IN,,,,,,
8.63325156,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.63325248,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.63325292,USB LS and FS,EOP,,,,,,
8.63325348,USB LS and FS,SYNC,,,,,,
8.63325416,USB LS and FS,PID NAK,,,,,,
8.63325484,USB LS and FS,EOP,,,,,,
8.63398012,USB LS and FS,SYNC,,,,,,
8.63398076,USB LS and FS,PID SOF,,,,,,
8.63398144,USB LS and FS,Frame # '6' (0x006),,,,,,
8.63398236,USB LS and FS,CRC OK '18' (0x12),,,,,,
8.63398276,USB LS and FS,EOP,,,,,,
8.63449924,USB LS and FS,SYNC,,,,,,
8.63449992,USB LS and FS,PID IN,,,,,,
8.6345006,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.63450152,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.63450192,USB LS and FS,EOP,,,,,,
8.63450252,USB LS and FS,SYNC,,,,,,
8.6345032,USB LS and FS,PID NAK,,,,,,
8.63450388,USB LS and FS,EOP,,,,,,
8.63498016,USB LS and FS,SYNC,,,,,,
8.6349808,USB LS and FS,PID SOF,,,,,,
8.63498148,USB LS and FS,Frame # '7' (0x007),,,,,,
8.6349824,USB LS and FS,CRC OK \r (0x0D),,,,,,
8.6349828,USB LS and FS,EOP,,,,,,
8.63574912,USB LS and FS,SYNC,,,,,,
8.6357498,USB LS and FS,PID IN,,,,,,
8.63575044,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.63575136,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.6357518,USB LS and FS,EOP,,,,,,
8.63575232,USB LS and FS,SYNC,,,,,,
8.635753,USB LS and FS,PID NAK,,,,,,
8.63575364,USB LS and FS,EOP,,,,,,
8.6359802,USB LS and FS,SYNC,,,,,,
8.63598088,USB LS and FS,PID SOF,,,,,,
8.63598156,USB LS and FS,Frame # '8' (0x008),,,,,,
8.63598248,USB LS and FS,CRC OK '12' (0x0C),,,,,,
8.63598288,USB LS and FS,EOP,,,,,,
8.63698024,USB LS and FS,SYNC,,,,,,
8.63698092,USB LS and FS,PID SOF,,,,,,
8.63698156,USB LS and FS,Frame # \t (0x009),,,,,,
8.63698248,USB LS and FS,CRC OK '19' (0x13),,,,,,
8.63698292,USB LS and FS,EOP,,,,,,
8.63699916,USB LS and FS,SYNC,,,,,,
8.63699984,USB LS and FS,PID IN,,,,,,
8.63700052,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.63700144,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.63700184,USB LS and FS,EOP,,,,,,
8.63700244,USB LS and FS,SYNC,,,,,,
8.63700312,USB LS and FS,PID NAK,,,,,,
8.6370038,USB LS and FS,EOP,,,,,,
8.63798028,USB LS and FS,SYNC,,,,,,
8.63798096,USB LS and FS,PID SOF,,,,,,
8.6379816,USB LS and FS,Frame # \n (0x00A),,,,,,
8.63798252,USB LS and FS,CRC OK '27' (0x1B),,,,,,
8.63798296,USB LS and FS,EOP,,,,,,
8.63825168,USB LS and FS,SYNC,,,,,,
8.63825236,USB LS and FS,PID IN,,,,,,
8.63825304,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.63825396,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.63825436,USB LS and FS,EOP,,,,,,
8.638255,USB LS and FS,SYNC,,,,,,
8.63825564,USB LS and FS,PID NAK,,,,,,
8.63825632,USB LS and FS,EOP,,,,,,
8.63898032,USB LS and FS,SYNC,,,,,,
8.638981,USB LS and FS,PID SOF,,,,,,
8.63898164,USB LS and FS,Frame # '11' (0x00B),,,,,,
8.63898256,USB LS and FS,CRC OK '4' (0x04),,,,,,
8.638983,USB LS and FS,EOP,,,,,,
8.63950052,USB LS and FS,SYNC,,,,,,
8.63950116,USB LS and FS,PID IN,,,,,,
8.63950184,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.63950276,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.6395032,USB LS and FS,EOP,,,,,,
8.63950376,USB LS and FS,SYNC,,,,,,
8.63950444,USB LS and FS,PID NAK,,,,,,
8.63950512,USB LS and FS,EOP,,,,,,
8.6399804,USB LS and FS,SYNC,,,,,,
8.63998104,USB LS and FS,PID SOF,,,,,,
8.63998172,USB LS and FS,Frame # '12' (0x00C),,,,,,
8.63998264,USB LS and FS,CRC OK '11' (0x0B),,,,,,
8.63998308,USB LS and FS,EOP,,,,,,
8.64075072,USB LS and FS,SYNC,,,,,,
8.6407514,USB LS and FS,PID IN,,,,,,
8.64075208,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.64075296,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.6407534,USB LS and FS,EOP,,,,,,
8.640754,USB LS and FS,SYNC,,,,,,
8.64075464,USB LS and FS,PID NAK,,,,,,
8.64075532,USB LS and FS,EOP,,,,,,
8.64098044,USB LS and FS,SYNC,,,,,,
8.64098108,USB LS and FS,PID SOF,,,,,,
8.64098176,USB LS and FS,Frame # \r (0x00D),,,,,,
8.64098268,USB LS and FS,CRC OK '20' (0x14),,,,,,
8.64098308,USB LS and FS,EOP,,,,,,
8.64198048,USB LS and FS,SYNC,,,,,,
8.64198112,USB LS and FS,PID SOF,,,,,,
8.6419818,USB LS and FS,Frame # '14' (0x00E),,,,,,
8.64198272,USB LS and FS,CRC OK '28' (0x1C),,,,,,
8.64198312,USB LS and FS,EOP,,,,,,
8.64200064,USB LS and FS,SYNC,,,,,,
8.64200128,USB LS and FS,PID IN,,,,,,
8.64200196,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
8.64200288,USB LS and FS,CRC OK '3' (0x03),,,,,,
8.64200332,USB LS and FS,EOP,,,,,,
8.64200396,USB LS and FS,SYNC,,,,,,
8.6420046,USB LS and FS,PID NAK,,,,,,
8.64200528,USB LS and FS,EOP,,,,,,
8.64298052,USB LS and FS,SYNC,,,,,,
8.64298116,USB LS and FS,PID SOF,,,,,,
